fold,isic_auroc,ham_auroc,fold_time_sec
0,0.959774374961853,0.786186695098877,102.51991009712219
1,0.9669364094734192,0.741112470626831,98.47105169296265
2,0.9649214148521423,0.7730635404586792,101.53641653060913
mean±std,0.9639 ± 0.0030,0.7668 ± 0.0189,
